id,name,location,length,gain,highpoint,rating,features,description
3,Skookum Flats,Mount Rainier Area -- Chinook Pass - Hwy 410,"7.8 miles, roundtrip",300,2550.0,3.68,Rivers,Choose between a shorter or longer river walk through old-growth forest to a 250-foot cascading waterfall.
4,Teneriffe Falls,Snoqualmie Region -- North Bend Area,"5.6 miles, roundtrip",1585,2370.0,3.92,Wildflowers/Meadows,"You'll work up a sweat on this easy to moderate hike to the spectacular Teneriffe Falls. Go in the spring when the tread is snow-free and the waterfall is flowing at full volume. Along the way, you'll be rewarded with views of the surrounding Snoqualmie valley and nearby peaks."
4,Teneriffe Falls,Snoqualmie Region -- North Bend Area,"5.6 miles, roundtrip",1585,2370.0,3.92,Mountain views,"You'll work up a sweat on this easy to moderate hike to the spectacular Teneriffe Falls. Go in the spring when the tread is snow-free and the waterfall is flowing at full volume. Along the way, you'll be rewarded with views of the surrounding Snoqualmie valley and nearby peaks."
4,Teneriffe Falls,Snoqualmie Region -- North Bend Area,"5.6 miles, roundtrip",1585,2370.0,3.92,Dogs allowed on leash,"You'll work up a sweat on this easy to moderate hike to the spectacular Teneriffe Falls. Go in the spring when the tread is snow-free and the waterfall is flowing at full volume. Along the way, you'll be rewarded with views of the surrounding Snoqualmie valley and nearby peaks."
4,Teneriffe Falls,Snoqualmie Region -- North Bend Area,"5.6 miles, roundtrip",1585,2370.0,3.92,Waterfalls,"You'll work up a sweat on this easy to moderate hike to the spectacular Teneriffe Falls. Go in the spring when the tread is snow-free and the waterfall is flowing at full volume. Along the way, you'll be rewarded with views of the surrounding Snoqualmie valley and nearby peaks."
5,Twin Falls,Snoqualmie Region -- North Bend Area,"2.6 miles, roundtrip",500,1000.0,4.14,Old growth,"Visit a trio (yes, trio) of waterfalls just off I-90 on this sure-to-please short trail, perfect for families."
5,Twin Falls,Snoqualmie Region -- North Bend Area,"2.6 miles, roundtrip",500,1000.0,4.14,Rivers,"Visit a trio (yes, trio) of waterfalls just off I-90 on this sure-to-please short trail, perfect for families."
5,Twin Falls,Snoqualmie Region -- North Bend Area,"2.6 miles, roundtrip",500,1000.0,4.14,Good for kids,"Visit a trio (yes, trio) of waterfalls just off I-90 on this sure-to-please short trail, perfect for families."
5,Twin Falls,Snoqualmie Region -- North Bend Area,"2.6 miles, roundtrip",500,1000.0,4.14,Dogs allowed on leash,"Visit a trio (yes, trio) of waterfalls just off I-90 on this sure-to-please short trail, perfect for families."
5,Twin Falls,Snoqualmie Region -- North Bend Area,"2.6 miles, roundtrip",500,1000.0,4.14,Waterfalls,"Visit a trio (yes, trio) of waterfalls just off I-90 on this sure-to-please short trail, perfect for families."
6,Chenuis Falls,Mount Rainier Area -- NW - Carbon River/Mowich,"8.0 miles, roundtrip",500,2200.0,3.14,Mountain views,A long walk (or short mountain bike ride!) leads to a rolling falls that feeds into the rushing Carbon River.
6,Chenuis Falls,Mount Rainier Area -- NW - Carbon River/Mowich,"8.0 miles, roundtrip",500,2200.0,3.14,Waterfalls,A long walk (or short mountain bike ride!) leads to a rolling falls that feeds into the rushing Carbon River.
6,Chenuis Falls,Mount Rainier Area -- NW - Carbon River/Mowich,"8.0 miles, roundtrip",500,2200.0,3.14,Old growth,A long walk (or short mountain bike ride!) leads to a rolling falls that feeds into the rushing Carbon River.
6,Chenuis Falls,Mount Rainier Area -- NW - Carbon River/Mowich,"8.0 miles, roundtrip",500,2200.0,3.14,Good for kids,A long walk (or short mountain bike ride!) leads to a rolling falls that feeds into the rushing Carbon River.
6,Chenuis Falls,Mount Rainier Area -- NW - Carbon River/Mowich,"8.0 miles, roundtrip",500,2200.0,3.14,Dogs not allowed,A long walk (or short mountain bike ride!) leads to a rolling falls that feeds into the rushing Carbon River.
6,Chenuis Falls,Mount Rainier Area -- NW - Carbon River/Mowich,"8.0 miles, roundtrip",500,2200.0,3.14,Rivers,A long walk (or short mountain bike ride!) leads to a rolling falls that feeds into the rushing Carbon River.
7,Old Mine Trail,Mount Rainier Area -- NW - Carbon River/Mowich,"3.4 miles, roundtrip",425,2150.0,5.00,Dogs not allowed,"An infrequently-visited trail off the Carbon River Road, the Old Mine Trail follows a short but steep roadbed to a mineshaft. It's a good outing for kids, if they're willing to make the short push up the steep section."
7,Old Mine Trail,Mount Rainier Area -- NW - Carbon River/Mowich,"3.4 miles, roundtrip",425,2150.0,5.00,Good for kids,"An infrequently-visited trail off the Carbon River Road, the Old Mine Trail follows a short but steep roadbed to a mineshaft. It's a good outing for kids, if they're willing to make the short push up the steep section."
7,Old Mine Trail,Mount Rainier Area -- NW - Carbon River/Mowich,"3.4 miles, roundtrip",425,2150.0,5.00,Fall foliage,"An infrequently-visited trail off the Carbon River Road, the Old Mine Trail follows a short but steep roadbed to a mineshaft. It's a good outing for kids, if they're willing to make the short push up the steep section."
8,Flaming Geyser State Park,Puget Sound and Islands -- Seattle-Tacoma Area,"4.0 miles, roundtrip",450,425.0,2.68,Wildflowers/Meadows,"The striking name is a holdover from a previous era when prospectors seeking coal seams drilled into a pocket of natural gas and water. The result was worthy of the name. But the ""geyser"" did not last, and the flame, at first several feet high, soon dwindled to a few inches. Today, even that is gone. But visitors can view a small but still actively bubbling geyser, enjoy views of the Green River and a strikingly beautiful forest."
8,Flaming Geyser State Park,Puget Sound and Islands -- Seattle-Tacoma Area,"4.0 miles, roundtrip",450,425.0,2.68,Wildlife,"The striking name is a holdover from a previous era when prospectors seeking coal seams drilled into a pocket of natural gas and water. The result was worthy of the name. But the ""geyser"" did not last, and the flame, at first several feet high, soon dwindled to a few inches. Today, even that is gone. But visitors can view a small but still actively bubbling geyser, enjoy views of the Green River and a strikingly beautiful forest."
8,Flaming Geyser State Park,Puget Sound and Islands -- Seattle-Tacoma Area,"4.0 miles, roundtrip",450,425.0,2.68,Good for kids,"The striking name is a holdover from a previous era when prospectors seeking coal seams drilled into a pocket of natural gas and water. The result was worthy of the name. But the ""geyser"" did not last, and the flame, at first several feet high, soon dwindled to a few inches. Today, even that is gone. But visitors can view a small but still actively bubbling geyser, enjoy views of the Green River and a strikingly beautiful forest."
8,Flaming Geyser State Park,Puget Sound and Islands -- Seattle-Tacoma Area,"4.0 miles, roundtrip",450,425.0,2.68,Dogs allowed on leash,"The striking name is a holdover from a previous era when prospectors seeking coal seams drilled into a pocket of natural gas and water. The result was worthy of the name. But the ""geyser"" did not last, and the flame, at first several feet high, soon dwindled to a few inches. Today, even that is gone. But visitors can view a small but still actively bubbling geyser, enjoy views of the Green River and a strikingly beautiful forest."
8,Flaming Geyser State Park,Puget Sound and Islands -- Seattle-Tacoma Area,"4.0 miles, roundtrip",450,425.0,2.68,Fall foliage,"The striking name is a holdover from a previous era when prospectors seeking coal seams drilled into a pocket of natural gas and water. The result was worthy of the name. But the ""geyser"" did not last, and the flame, at first several feet high, soon dwindled to a few inches. Today, even that is gone. But visitors can view a small but still actively bubbling geyser, enjoy views of the Green River and a strikingly beautiful forest."
8,Flaming Geyser State Park,Puget Sound and Islands -- Seattle-Tacoma Area,"4.0 miles, roundtrip",450,425.0,2.68,Rivers,"The striking name is a holdover from a previous era when prospectors seeking coal seams drilled into a pocket of natural gas and water. The result was worthy of the name. But the ""geyser"" did not last, and the flame, at first several feet high, soon dwindled to a few inches. Today, even that is gone. But visitors can view a small but still actively bubbling geyser, enjoy views of the Green River and a strikingly beautiful forest."
9,Salmon Ridge Snowshoe,North Cascades -- Mount Baker Area,"5.4 miles, roundtrip",300,2400.0,4.00,Wildlife,"With gentle terrain, easy river access and views of snow-laden peaks, this narrow river valley is an inviting snowshoe destination, especially for beginners."
9,Salmon Ridge Snowshoe,North Cascades -- Mount Baker Area,"5.4 miles, roundtrip",300,2400.0,4.00,Good for kids,"With gentle terrain, easy river access and views of snow-laden peaks, this narrow river valley is an inviting snowshoe destination, especially for beginners."
9,Salmon Ridge Snowshoe,North Cascades -- Mount Baker Area,"5.4 miles, roundtrip",300,2400.0,4.00,Dogs allowed on leash,"With gentle terrain, easy river access and views of snow-laden peaks, this narrow river valley is an inviting snowshoe destination, especially for beginners."
9,Salmon Ridge Snowshoe,North Cascades -- Mount Baker Area,"5.4 miles, roundtrip",300,2400.0,4.00,Rivers,"With gentle terrain, easy river access and views of snow-laden peaks, this narrow river valley is an inviting snowshoe destination, especially for beginners."
10,May Valley Loop,Issaquah Alps -- Squak Mountain,"6.6 miles, roundtrip",1684,2024.0,2.96,Wildflowers/Meadows,"This forested park, a wilderness with glimpses of Issaquah below, has miles of winding trails alongside bubbling creeks and narrow ravines. There are several trail loop options on this 2,024-foot-high mountain. With multi-use trails and a natural area, hikers have plenty to explore in this quiet sanctuary outside of Issaquah."
10,May Valley Loop,Issaquah Alps -- Squak Mountain,"6.6 miles, roundtrip",1684,2024.0,2.96,Mountain views,"This forested park, a wilderness with glimpses of Issaquah below, has miles of winding trails alongside bubbling creeks and narrow ravines. There are several trail loop options on this 2,024-foot-high mountain. With multi-use trails and a natural area, hikers have plenty to explore in this quiet sanctuary outside of Issaquah."
10,May Valley Loop,Issaquah Alps -- Squak Mountain,"6.6 miles, roundtrip",1684,2024.0,2.96,Wildlife,"This forested park, a wilderness with glimpses of Issaquah below, has miles of winding trails alongside bubbling creeks and narrow ravines. There are several trail loop options on this 2,024-foot-high mountain. With multi-use trails and a natural area, hikers have plenty to explore in this quiet sanctuary outside of Issaquah."
10,May Valley Loop,Issaquah Alps -- Squak Mountain,"6.6 miles, roundtrip",1684,2024.0,2.96,Dogs allowed on leash,"This forested park, a wilderness with glimpses of Issaquah below, has miles of winding trails alongside bubbling creeks and narrow ravines. There are several trail loop options on this 2,024-foot-high mountain. With multi-use trails and a natural area, hikers have plenty to explore in this quiet sanctuary outside of Issaquah."
10,May Valley Loop,Issaquah Alps -- Squak Mountain,"6.6 miles, roundtrip",1684,2024.0,2.96,Rivers,"This forested park, a wilderness with glimpses of Issaquah below, has miles of winding trails alongside bubbling creeks and narrow ravines. There are several trail loop options on this 2,024-foot-high mountain. With multi-use trails and a natural area, hikers have plenty to explore in this quiet sanctuary outside of Issaquah."
11,Terrace Creek Park,Puget Sound and Islands -- Seattle-Tacoma Area,"2.0 miles, roundtrip",80,440.0,5.00,Wildflowers/Meadows,"Hike a green, forested trail for a mile or so along tiny Lyon Creek in Mountlake Terrace. In season, enjoy a variety of wildflowers or, later in the year, some fall colors. Be alert for squirrels and for a variety of birds. As a hike, it's very easy and relaxing. For a more dynamic experience, put on your trail runners and jog the entire way."
11,Terrace Creek Park,Puget Sound and Islands -- Seattle-Tacoma Area,"2.0 miles, roundtrip",80,440.0,5.00,Wildlife,"Hike a green, forested trail for a mile or so along tiny Lyon Creek in Mountlake Terrace. In season, enjoy a variety of wildflowers or, later in the year, some fall colors. Be alert for squirrels and for a variety of birds. As a hike, it's very easy and relaxing. For a more dynamic experience, put on your trail runners and jog the entire way."
11,Terrace Creek Park,Puget Sound and Islands -- Seattle-Tacoma Area,"2.0 miles, roundtrip",80,440.0,5.00,Good for kids,"Hike a green, forested trail for a mile or so along tiny Lyon Creek in Mountlake Terrace. In season, enjoy a variety of wildflowers or, later in the year, some fall colors. Be alert for squirrels and for a variety of birds. As a hike, it's very easy and relaxing. For a more dynamic experience, put on your trail runners and jog the entire way."
11,Terrace Creek Park,Puget Sound and Islands -- Seattle-Tacoma Area,"2.0 miles, roundtrip",80,440.0,5.00,Dogs allowed on leash,"Hike a green, forested trail for a mile or so along tiny Lyon Creek in Mountlake Terrace. In season, enjoy a variety of wildflowers or, later in the year, some fall colors. Be alert for squirrels and for a variety of birds. As a hike, it's very easy and relaxing. For a more dynamic experience, put on your trail runners and jog the entire way."
11,Terrace Creek Park,Puget Sound and Islands -- Seattle-Tacoma Area,"2.0 miles, roundtrip",80,440.0,5.00,Fall foliage,"Hike a green, forested trail for a mile or so along tiny Lyon Creek in Mountlake Terrace. In season, enjoy a variety of wildflowers or, later in the year, some fall colors. Be alert for squirrels and for a variety of birds. As a hike, it's very easy and relaxing. For a more dynamic experience, put on your trail runners and jog the entire way."
12,Taylor River - Otter Falls,Snoqualmie Region -- North Bend Area,"11.0 miles, roundtrip",650,1750.0,4.02,Dogs allowed on leash,"Lose yourself in second-growth forest as you traverse an old logging road that heads into quiet wilderness just an hour from the urban sprawl of Puget Sound. Enjoy the sounds of water rushing and birds singing. Explore mossy boulders and cross multiple burbling creeks, even do a small amount of cross-country travel on the way to the piece de resistance – a 1,200 foot waterfall that streams into tiny Lipsy Lake before draining to the Taylor River."
12,Taylor River - Otter Falls,Snoqualmie Region -- North Bend Area,"11.0 miles, roundtrip",650,1750.0,4.02,Waterfalls,"Lose yourself in second-growth forest as you traverse an old logging road that heads into quiet wilderness just an hour from the urban sprawl of Puget Sound. Enjoy the sounds of water rushing and birds singing. Explore mossy boulders and cross multiple burbling creeks, even do a small amount of cross-country travel on the way to the piece de resistance – a 1,200 foot waterfall that streams into tiny Lipsy Lake before draining to the Taylor River."
12,Taylor River - Otter Falls,Snoqualmie Region -- North Bend Area,"11.0 miles, roundtrip",650,1750.0,4.02,Good for kids,"Lose yourself in second-growth forest as you traverse an old logging road that heads into quiet wilderness just an hour from the urban sprawl of Puget Sound. Enjoy the sounds of water rushing and birds singing. Explore mossy boulders and cross multiple burbling creeks, even do a small amount of cross-country travel on the way to the piece de resistance – a 1,200 foot waterfall that streams into tiny Lipsy Lake before draining to the Taylor River."
12,Taylor River - Otter Falls,Snoqualmie Region -- North Bend Area,"11.0 miles, roundtrip",650,1750.0,4.02,Lakes,"Lose yourself in second-growth forest as you traverse an old logging road that heads into quiet wilderness just an hour from the urban sprawl of Puget Sound. Enjoy the sounds of water rushing and birds singing. Explore mossy boulders and cross multiple burbling creeks, even do a small amount of cross-country travel on the way to the piece de resistance – a 1,200 foot waterfall that streams into tiny Lipsy Lake before draining to the Taylor River."
12,Taylor River - Otter Falls,Snoqualmie Region -- North Bend Area,"11.0 miles, roundtrip",650,1750.0,4.02,Fall foliage,"Lose yourself in second-growth forest as you traverse an old logging road that heads into quiet wilderness just an hour from the urban sprawl of Puget Sound. Enjoy the sounds of water rushing and birds singing. Explore mossy boulders and cross multiple burbling creeks, even do a small amount of cross-country travel on the way to the piece de resistance – a 1,200 foot waterfall that streams into tiny Lipsy Lake before draining to the Taylor River."
12,Taylor River - Otter Falls,Snoqualmie Region -- North Bend Area,"11.0 miles, roundtrip",650,1750.0,4.02,Rivers,"Lose yourself in second-growth forest as you traverse an old logging road that heads into quiet wilderness just an hour from the urban sprawl of Puget Sound. Enjoy the sounds of water rushing and birds singing. Explore mossy boulders and cross multiple burbling creeks, even do a small amount of cross-country travel on the way to the piece de resistance – a 1,200 foot waterfall that streams into tiny Lipsy Lake before draining to the Taylor River."
13,Meadowdale Beach Park - Lunds Gulch,Puget Sound and Islands -- Seattle-Tacoma Area,"2.5 miles, roundtrip",425,425.0,3.68,Mountain views,"Hike down a lushly forested ravine with a babbling creek to its estuary as it empties into Puget Sound. Heading to the beach, breathe in the serene panorama of Brown’s Bay, Puget Sound, the islands, and the Olympic Mountains. Watch seabirds and go beachcombing to look for crabshells, anemones, and other treasures."
13,Meadowdale Beach Park - Lunds Gulch,Puget Sound and Islands -- Seattle-Tacoma Area,"2.5 miles, roundtrip",425,425.0,3.68,Dogs allowed on leash,"Hike down a lushly forested ravine with a babbling creek to its estuary as it empties into Puget Sound. Heading to the beach, breathe in the serene panorama of Brown’s Bay, Puget Sound, the islands, and the Olympic Mountains. Watch seabirds and go beachcombing to look for crabshells, anemones, and other treasures."
13,Meadowdale Beach Park - Lunds Gulch,Puget Sound and Islands -- Seattle-Tacoma Area,"2.5 miles, roundtrip",425,425.0,3.68,Coast,"Hike down a lushly forested ravine with a babbling creek to its estuary as it empties into Puget Sound. Heading to the beach, breathe in the serene panorama of Brown’s Bay, Puget Sound, the islands, and the Olympic Mountains. Watch seabirds and go beachcombing to look for crabshells, anemones, and other treasures."
13,Meadowdale Beach Park - Lunds Gulch,Puget Sound and Islands -- Seattle-Tacoma Area,"2.5 miles, roundtrip",425,425.0,3.68,Rivers,"Hike down a lushly forested ravine with a babbling creek to its estuary as it empties into Puget Sound. Heading to the beach, breathe in the serene panorama of Brown’s Bay, Puget Sound, the islands, and the Olympic Mountains. Watch seabirds and go beachcombing to look for crabshells, anemones, and other treasures."
14,Eagle Trail,Puget Sound and Islands -- Seattle-Tacoma Area,"1.0 miles, roundtrip",50,90.0,0.00,Wildlife,"The Eagle Trail is a grassy urban course on the Stillaguamish River dike from Haller Park to the Dike Road in the City of Arlington. Opened in 2011, it provides an opportunity for nature and wildlife viewing while wandering green space within the city limits and a designated area for dogs to romp and play."
14,Eagle Trail,Puget Sound and Islands -- Seattle-Tacoma Area,"1.0 miles, roundtrip",50,90.0,0.00,Good for kids,"The Eagle Trail is a grassy urban course on the Stillaguamish River dike from Haller Park to the Dike Road in the City of Arlington. Opened in 2011, it provides an opportunity for nature and wildlife viewing while wandering green space within the city limits and a designated area for dogs to romp and play."
14,Eagle Trail,Puget Sound and Islands -- Seattle-Tacoma Area,"1.0 miles, roundtrip",50,90.0,0.00,Dogs allowed on leash,"The Eagle Trail is a grassy urban course on the Stillaguamish River dike from Haller Park to the Dike Road in the City of Arlington. Opened in 2011, it provides an opportunity for nature and wildlife viewing while wandering green space within the city limits and a designated area for dogs to romp and play."
14,Eagle Trail,Puget Sound and Islands -- Seattle-Tacoma Area,"1.0 miles, roundtrip",50,90.0,0.00,Rivers,"The Eagle Trail is a grassy urban course on the Stillaguamish River dike from Haller Park to the Dike Road in the City of Arlington. Opened in 2011, it provides an opportunity for nature and wildlife viewing while wandering green space within the city limits and a designated area for dogs to romp and play."
15,Cow Heaven,North Cascades -- North Cascades Highway - Hwy 20,"9.6 miles, roundtrip",4040,4460.0,3.71,Wildflowers/Meadows,"With a trailhead accessible year round, Cow Heaven and views of the Skagit and Sauk River Valleys along with the majestic North Cascades are a promising paradise despite the challenge of a zigzag ascent spent mostly within the shelter of the forest."
15,Cow Heaven,North Cascades -- North Cascades Highway - Hwy 20,"9.6 miles, roundtrip",4040,4460.0,3.71,Ridges/passes,"With a trailhead accessible year round, Cow Heaven and views of the Skagit and Sauk River Valleys along with the majestic North Cascades are a promising paradise despite the challenge of a zigzag ascent spent mostly within the shelter of the forest."
15,Cow Heaven,North Cascades -- North Cascades Highway - Hwy 20,"9.6 miles, roundtrip",4040,4460.0,3.71,Dogs allowed on leash,"With a trailhead accessible year round, Cow Heaven and views of the Skagit and Sauk River Valleys along with the majestic North Cascades are a promising paradise despite the challenge of a zigzag ascent spent mostly within the shelter of the forest."
15,Cow Heaven,North Cascades -- North Cascades Highway - Hwy 20,"9.6 miles, roundtrip",4040,4460.0,3.71,Established campsites,"With a trailhead accessible year round, Cow Heaven and views of the Skagit and Sauk River Valleys along with the majestic North Cascades are a promising paradise despite the challenge of a zigzag ascent spent mostly within the shelter of the forest."
15,Cow Heaven,North Cascades -- North Cascades Highway - Hwy 20,"9.6 miles, roundtrip",4040,4460.0,3.71,Mountain views,"With a trailhead accessible year round, Cow Heaven and views of the Skagit and Sauk River Valleys along with the majestic North Cascades are a promising paradise despite the challenge of a zigzag ascent spent mostly within the shelter of the forest."
15,Cow Heaven,North Cascades -- North Cascades Highway - Hwy 20,"9.6 miles, roundtrip",4040,4460.0,3.71,Old growth,"With a trailhead accessible year round, Cow Heaven and views of the Skagit and Sauk River Valleys along with the majestic North Cascades are a promising paradise despite the challenge of a zigzag ascent spent mostly within the shelter of the forest."
15,Cow Heaven,North Cascades -- North Cascades Highway - Hwy 20,"9.6 miles, roundtrip",4040,4460.0,3.71,Waterfalls,"With a trailhead accessible year round, Cow Heaven and views of the Skagit and Sauk River Valleys along with the majestic North Cascades are a promising paradise despite the challenge of a zigzag ascent spent mostly within the shelter of the forest."
16,Cora Lake,Mount Rainier Area -- SW - Longmire/Paradise,"6.0 miles, roundtrip",400,3800.0,4.11,Dogs allowed on leash,Enjoy this easy hike through massive trees with great views of a lovely lake and an impressive lookout towering over it all.
16,Cora Lake,Mount Rainier Area -- SW - Longmire/Paradise,"6.0 miles, roundtrip",400,3800.0,4.11,Established campsites,Enjoy this easy hike through massive trees with great views of a lovely lake and an impressive lookout towering over it all.
16,Cora Lake,Mount Rainier Area -- SW - Longmire/Paradise,"6.0 miles, roundtrip",400,3800.0,4.11,Waterfalls,Enjoy this easy hike through massive trees with great views of a lovely lake and an impressive lookout towering over it all.
16,Cora Lake,Mount Rainier Area -- SW - Longmire/Paradise,"6.0 miles, roundtrip",400,3800.0,4.11,Old growth,Enjoy this easy hike through massive trees with great views of a lovely lake and an impressive lookout towering over it all.
16,Cora Lake,Mount Rainier Area -- SW - Longmire/Paradise,"6.0 miles, roundtrip",400,3800.0,4.11,Good for kids,Enjoy this easy hike through massive trees with great views of a lovely lake and an impressive lookout towering over it all.
16,Cora Lake,Mount Rainier Area -- SW - Longmire/Paradise,"6.0 miles, roundtrip",400,3800.0,4.11,Lakes,Enjoy this easy hike through massive trees with great views of a lovely lake and an impressive lookout towering over it all.
16,Cora Lake,Mount Rainier Area -- SW - Longmire/Paradise,"6.0 miles, roundtrip",400,3800.0,4.11,Fall foliage,Enjoy this easy hike through massive trees with great views of a lovely lake and an impressive lookout towering over it all.
16,Cora Lake,Mount Rainier Area -- SW - Longmire/Paradise,"6.0 miles, roundtrip",400,3800.0,4.11,Rivers,Enjoy this easy hike through massive trees with great views of a lovely lake and an impressive lookout towering over it all.
